pert_id,pert_iname,n_sig,n_cell,senmayo_mean_z,sign_consistency,z_vs_null,reversal_score,p_perm,fdr,moa,target,clinical_phase,rank,percentile
BRD-K61951118,FG-7142,15,8,-0.097604536,0.875,-6.875388,6.875388,0.0004997501249375312,0.011180859150256805,GABA benzodiazepine site receptor inverse agonist,,Preclinical,1,99.99530494389408
BRD-K93725829,ERK-inhibitor-11E,59,51,-0.08725017,0.803921568627451,-6.3189282,6.3189282,0.0004997501249375312,0.011180859150256805,,,,2,99.99060988778817
BRD-K93291781,BRD-K93291781,2,1,-0.36935297,,-6.074206,6.074206,0.0004997501249375312,0.011180859150256805,,,,3,99.98591483168224
BRD-K62810658,PD-98059,96,58,-0.0704275,0.7241379310344828,-5.572834,5.572834,0.0004997501249375312,0.011180859150256805,MEK inhibitor,AKT1|CHEK1|GSK3B|LCK|MAP2K1|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1,Preclinical,4,99.9812197755763
BRD-K21971034,OM-137,17,13,-0.06357715,0.6923076923076923,-5.527865,5.527865,0.0004997501249375312,0.011180859150256805,,,,5,99.97652471947039
BRD-K15885023,BRD-K15885023,13,9,-0.07240687,0.8888888888888888,-5.4921236,5.4921236,0.0004997501249375312,0.011180859150256805,,,,6,99.97182966336447
BRD-K94176593,TWS-119,199,21,-0.056355413,0.7142857142857143,-5.428534,5.428534,0.0004997501249375312,0.011180859150256805,glycogen synthase kinase inhibitor,GSK3B|JUN|MYC,Preclinical,7,99.96713460725856
BRD-A22256192,terazosin,28,9,-0.062233396,0.6666666666666666,-5.361874,5.361874,0.0004997501249375312,0.011180859150256805,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,Launched,8,99.96243955115264
BRD-A44244100,BRD-A44244100,12,3,-0.12753114,1.0,-5.3241587,5.3241587,0.0004997501249375312,0.011180859150256805,,,,9,99.95774449504673
BRD-K71533863,BRD-K71533863,2,1,-0.14889483,,-5.3210397,5.3210397,0.0004997501249375312,0.011180859150256805,,,,10,99.9530494389408
BRD-K22177698,BRD-K22177698,6,5,-0.20378503,1.0,-5.27554,5.27554,0.0004997501249375312,0.011180859150256805,,,,11,99.94835438283486
BRD-M51239075,BRD-M51239075,2,1,-0.16671811,,-5.2358365,5.2358365,0.0004997501249375312,0.011180859150256805,,,,12,99.94365932672895
BRD-K02502363,BRD-K02502363,13,9,-0.09458944,0.6666666666666666,-5.2210946,5.2210946,0.0004997501249375312,0.011180859150256805,,,,13,99.93896427062303
BRD-A12409803,orteronel,58,50,-0.1349936,0.8,-5.2020364,5.2020364,0.0004997501249375312,0.011180859150256805,androgen biosynthesis inhibitor|androgen receptor antagonist|cytochrome P450 inhibitor,CYP17A1,Phase 3,14,99.93426921451712
BRD-K22385716,LY-303511,19,13,-0.1162258,0.8461538461538461,-5.1073437,5.1073437,0.0004997501249375312,0.011180859150256805,,,,15,99.9295741584112
BRD-K83727172,BRD-K83727172,7,4,-0.1479493,0.75,-5.105862,5.105862,0.0004997501249375312,0.011180859150256805,,,,16,99.92487910230527
BRD-K72541103,JAK3-inhibitor-I,19,13,-0.06621004,0.7692307692307693,-5.0022936,5.0022936,0.0004997501249375312,0.011180859150256805,,,,17,99.92018404619935
BRD-K84996949,sinensetin,19,13,-0.07164018,0.7692307692307693,-4.955745,4.955745,0.0004997501249375312,0.011180859150256805,,,,18,99.91548899009342
BRD-K65222708,BRD-K65222708,2,1,-0.19074619,,-4.8903723,4.8903723,0.0004997501249375312,0.011180859150256805,,,,19,99.9107939339875
BRD-K25090764,BRD-K25090764,2,1,-0.21712625,,-4.8857102,4.8857102,0.0004997501249375312,0.011180859150256805,,,,20,99.90609887788159
BRD-K46505016,BRD-K46505016,13,9,-0.11204916,0.8888888888888888,-4.8792925,4.8792925,0.0004997501249375312,0.011180859150256805,,,,21,99.90140382177567
BRD-K61496577,flumetasone,19,13,-0.108731665,0.9230769230769231,-4.8685455,4.8685455,0.0004997501249375312,0.011180859150256805,,,,22,99.89670876566976
BRD-K08109215,I-BET-762,171,21,-0.16934258,0.9523809523809523,-4.851634,4.851634,0.0004997501249375312,0.011180859150256805,bromodomain inhibitor,BRD2|BRD3|BRD4,Phase 2,23,99.89201370956383
BRD-K91070947,BRD-K91070947,3,3,-0.23969887,1.0,-4.8318353,4.8318353,0.0004997501249375312,0.011180859150256805,,,,24,99.88731865345791
BRD-A46802340,BRD-A46802340,12,3,-0.11386092,1.0,-4.7678103,4.7678103,0.0004997501249375312,0.011180859150256805,,,,25,99.882623597352
BRD-K87947369,tozasertib,59,51,-0.09526075,0.8235294117647058,-4.7614775,4.7614775,0.0004997501249375312,0.011180859150256805,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,AURKA|AURKB|AURKC|LCK,Phase 2,26,99.87792854124606
BRD-K14939371,BRD-K14939371,13,9,-0.114788264,1.0,-4.7381244,4.7381244,0.0004997501249375312,0.011180859150256805,,,,27,99.87323348514015
BRD-K51413232,BRD-K51413232,6,6,-0.15724865,0.6666666666666666,-4.659067,4.659067,0.0004997501249375312,0.011180859150256805,,,,28,99.86853842903423
BRD-K29385665,WH-4025,48,6,-0.113569744,1.0,-4.6485376,4.6485376,0.0004997501249375312,0.011180859150256805,,,,29,99.8638433729283
BRD-K13094524,PFI-1,114,19,-0.12709193,0.8947368421052632,-4.581528,4.581528,0.0004997501249375312,0.011180859150256805,bromodomain inhibitor,BRD4,Preclinical,30,99.85914831682238
BRD-K76064317,tyrphostin-AG-1296,19,13,-0.052239817,0.6923076923076923,-4.567868,4.567868,0.0004997501249375312,0.011180859150256805,FLT3 inhibitor,FLT3,Preclinical,31,99.85445326071647
BRD-K31822300,BRD-K31822300,7,6,-0.10724775,0.8333333333333334,-4.564227,4.564227,0.0004997501249375312,0.011180859150256805,,,,32,99.84975820461055
BRD-K54330070,SB-202190,25,14,-0.08752261,0.8571428571428571,-4.557023,4.557023,0.0004997501249375312,0.011180859150256805,p38 MAPK inhibitor,AKT1|ALOX5|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1,Preclinical,33,99.84506314850462
BRD-K33903208,BRD-K33903208,2,1,-0.28899258,,-4.5336976,4.5336976,0.0004997501249375312,0.011180859150256805,,,,34,99.8403680923987
BRD-A07000685,hydrocortisone-hemisuccinate,15,8,-0.11515447,0.875,-4.523058,4.523058,0.0004997501249375312,0.011180859150256805,,,Phase 2/Phase 3,35,99.83567303629279
BRD-K89427926,BRD-K89427926,2,1,-0.22505298,,-4.5216975,4.5216975,0.0004997501249375312,0.011180859150256805,,,,36,99.83097798018686
BRD-K67090914,BRD-K67090914,2,2,-0.30386987,1.0,-4.5092134,4.5092134,0.0004997501249375312,0.011180859150256805,,,,37,99.82628292408094
BRD-K51217456,BRD-K51217456,3,2,-0.16436933,1.0,-4.493272,4.493272,0.0004997501249375312,0.011180859150256805,,,,38,99.82158786797503
BRD-K94818765,BRD-K94818765,12,3,-0.110532686,1.0,-4.441503,4.441503,0.0004997501249375312,0.011180859150256805,,,,39,99.81689281186911
BRD-K57375725,BRD-K57375725,3,2,-0.12024521,1.0,-4.3818045,4.3818045,0.0004997501249375312,0.011180859150256805,,,,40,99.81219775576318
BRD-K12502280,TG-101348,233,57,-0.10816007,0.7719298245614035,-4.3724713,4.3724713,0.0004997501249375312,0.011180859150256805,,,,41,99.80750269965726
BRD-K83694683,BRD-K83694683,63,11,-0.06544536,0.7272727272727273,-4.371189,4.371189,0.0004997501249375312,0.011180859150256805,,,,42,99.80280764355133
BRD-K65997856,BRD-K65997856,14,4,-0.10094164,1.0,-4.3415046,4.3415046,0.0004997501249375312,0.011180859150256805,,,,43,99.79811258744542
BRD-K93189515,BRD-K93189515,6,5,-0.093631096,0.6,-4.327566,4.327566,0.0004997501249375312,0.011180859150256805,,,,44,99.7934175313395
BRD-K54978501,pivmecillinam,4,2,-0.21094514,1.0,-4.271975,4.271975,0.0004997501249375312,0.011180859150256805,bacterial cell wall synthesis inhibitor,,Launched,45,99.78872247523358
BRD-K63841469,BRD-K63841469,2,1,-0.26918513,,-4.201984,4.201984,0.0004997501249375312,0.011180859150256805,,,,46,99.78402741912767
BRD-K78586486,BRD-K78586486,6,5,-0.1586654,1.0,-4.199957,4.199957,0.0004997501249375312,0.011180859150256805,,,,47,99.77933236302174
BRD-K12343256,trametinib,161,13,-0.06587552,0.5384615384615384,-4.1693177,4.1693177,0.0004997501249375312,0.011180859150256805,MEK inhibitor,MAP2K1|MAP2K2,Launched,48,99.77463730691582
BRD-K69676861,BRD-K69676861,13,9,-0.13273315,1.0,-4.1563306,4.1563306,0.0004997501249375312,0.011180859150256805,,,,49,99.76994225080989
CMAP-T2DTUNICAMYCIN,tunicamycin,1,1,-0.08688857,,-4.1487355,4.1487355,0.0004997501249375312,0.011180859150256805,,,,50,99.76524719470397
BRD-K60065591,BRD-K60065591,2,1,-0.17570738,,-4.147534,4.147534,0.0004997501249375312,0.011180859150256805,,,,51,99.76055213859806
BRD-K78310246,BRD-K78310246,2,1,-0.11661261,,-4.145561,4.145561,0.0004997501249375312,0.011180859150256805,,,,52,99.75585708249214
BRD-K38706806,BRD-K38706806,1,1,-0.2678816,,-4.136628,4.136628,0.0004997501249375312,0.011180859150256805,,,,53,99.75116202638623
BRD-K62744999,BRD-K62744999,5,5,-0.1577358,0.8,-4.1348195,4.1348195,0.0004997501249375312,0.011180859150256805,,,,54,99.7464669702803
BRD-K12244279,MEK1-2-inhibitor,19,13,-0.05798045,0.6153846153846154,-4.1299157,4.1299157,0.0009995002498750624,0.01778475841444357,MEK inhibitor,MAP2K2,Preclinical,55,99.74177191417436
BRD-K15171837,BRD-K15171837,4,3,-0.15099135,0.6666666666666666,-4.127533,4.127533,0.0004997501249375312,0.011180859150256805,,,,56,99.73707685806845
BRD-K68300134,BRD-K68300134,2,1,-0.16562209,,-4.106967,4.106967,0.0004997501249375312,0.011180859150256805,,,,57,99.73238180196253
BRD-K30936057,BRD-K30936057,3,3,-0.25882426,1.0,-4.1041307,4.1041307,0.0004997501249375312,0.011180859150256805,,,,58,99.72768674585662
BRD-K31163805,BRD-K31163805,3,2,-0.13112302,1.0,-4.1039653,4.1039653,0.0004997501249375312,0.011180859150256805,,,,59,99.7229916897507
BRD-K63301075,BRD-K63301075,4,3,-0.17815657,1.0,-4.09466,4.09466,0.0004997501249375312,0.011180859150256805,,,,60,99.71829663364477
BRD-K20178228,BRD-K20178228,13,9,-0.12463157,0.8888888888888888,-4.0814247,4.0814247,0.0004997501249375312,0.011180859150256805,,,,61,99.71360157753885
BRD-K63017817,BRD-K63017817,1,1,-0.23893666,,-4.0435834,4.0435834,0.0004997501249375312,0.011180859150256805,,,,62,99.70890652143292
BRD-K01855742,BRD-K01855742,3,3,-0.16195045,1.0,-4.0424156,4.0424156,0.0004997501249375312,0.011180859150256805,,,,63,99.704211465327
BRD-K13027675,fluorometholone,4,2,-0.16394176,1.0,-4.034053,4.034053,0.0004997501249375312,0.011180859150256805,glucocorticoid receptor agonist,NR3C1,Launched,64,99.69951640922109
BRD-K20510412,BRD-K20510412,8,1,-0.20339948,,-4.030637,4.030637,0.0004997501249375312,0.011180859150256805,,,,65,99.69482135311517
BRD-K56477805,BRD-K56477805,74,51,-0.060932152,0.6470588235294118,-4.0056143,4.0056143,0.0009995002498750624,0.01778475841444357,,,,66,99.69012629700926
BRD-K25989007,BRD-K25989007,3,3,-0.31175572,1.0,-3.9833949,3.9833949,0.0004997501249375312,0.011180859150256805,,,,67,99.68543124090333
BRD-K28073457,BRD-K28073457,3,3,-0.28316304,1.0,-3.9825528,3.9825528,0.0004997501249375312,0.011180859150256805,,,,68,99.68073618479741
BRD-K46670060,BRD-K46670060,6,5,-0.15438157,0.8,-3.975837,3.975837,0.0004997501249375312,0.011180859150256805,,,,69,99.67604112869148
BRD-K71944426,BRD-K71944426,2,1,-0.15155081,,-3.9688964,3.9688964,0.0004997501249375312,0.011180859150256805,,,,70,99.67134607258556
BRD-K98481427,BRD-K98481427,3,3,-0.17798504,1.0,-3.9567342,3.9567342,0.0004997501249375312,0.011180859150256805,,,,71,99.66665101647965
BRD-K57104759,BRD-K57104759,11,8,-0.053869035,0.625,-3.9535606,3.9535606,0.0004997501249375312,0.011180859150256805,,,,72,99.66195596037373
BRD-K74176341,BRD-K74176341,5,5,-0.16353868,0.8,-3.9422216,3.9422216,0.0004997501249375312,0.011180859150256805,,,,73,99.65726090426782
BRD-K00347903,BRD-K00347903,2,2,-0.2369349,1.0,-3.9411247,3.9411247,0.0004997501249375312,0.011180859150256805,,,,74,99.65256584816188
BRD-K69768745,BRD-K69768745,3,3,-0.22161505,1.0,-3.9387116,3.9387116,0.0004997501249375312,0.011180859150256805,,,,75,99.64787079205597
BRD-K34320757,BRD-K34320757,2,1,-0.123641916,,-3.9219558,3.9219558,0.0004997501249375312,0.011180859150256805,,,,76,99.64317573595004
BRD-K30697463,desoximetasone,13,9,-0.053301126,0.7777777777777778,-3.9126854,3.9126854,0.0004997501249375312,0.011180859150256805,glucocorticoid receptor agonist,NR3C1|PLA2G1B,Launched,77,99.63848067984412
BRD-K44387261,BRD-K44387261,2,1,-0.25782806,,-3.9097576,3.9097576,0.0004997501249375312,0.011180859150256805,,,,78,99.6337856237382
BRD-K16828188,n-methylphenothiazine,6,3,-0.15086892,1.0,-3.9065504,3.9065504,0.0009995002498750624,0.01778475841444357,,,,79,99.62909056763229
BRD-K95917977,BRD-K95917977,4,3,-0.13980022,1.0,-3.8987782,3.8987782,0.0014992503748125937,0.023342495418957186,,,,80,99.62439551152636
BRD-K87063901,BRD-K87063901,8,1,-0.21328238,,-3.8922043,3.8922043,0.0004997501249375312,0.011180859150256805,,,,81,99.61970045542044
BRD-K14821965,propidium,4,2,-0.086082295,1.0,-3.8876283,3.8876283,0.0004997501249375312,0.011180859150256805,,,,82,99.61500539931453
BRD-K84244541,BRD-K84244541,6,1,-0.31763244,,-3.882917,3.882917,0.0004997501249375312,0.011180859150256805,,,,83,99.6103103432086
BRD-K30797133,BRD-K30797133,2,2,-0.20604126,1.0,-3.875176,3.875176,0.0004997501249375312,0.011180859150256805,,,,84,99.60561528710268
BRD-K58180017,BRD-K58180017,2,1,-0.15805183,,-3.874013,3.874013,0.0004997501249375312,0.011180859150256805,,,,85,99.60092023099676
BRD-K41895714,AS-605240,287,60,-0.05301727,0.6833333333333333,-3.8711097,3.8711097,0.0009995002498750624,0.01778475841444357,,,,86,99.59622517489083
BRD-K13513398,BRD-K13513398,4,3,-0.18053818,0.6666666666666666,-3.869792,3.869792,0.0004997501249375312,0.011180859150256805,,,,87,99.59153011878492
BRD-K59058747,acetylcysteine,58,4,-0.052909937,0.75,-3.86099,3.86099,0.0009995002498750624,0.01778475841444357,mucolytic agent,ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11,Launched,88,99.586835062679
BRD-K77644833,BRD-K77644833,15,8,-0.06479393,0.75,-3.858897,3.858897,0.0004997501249375312,0.011180859150256805,,,,89,99.58214000657308
BRD-K29834132,BRD-K29834132,5,5,-0.11529406,0.8,-3.8531811,3.8531811,0.0004997501249375312,0.011180859150256805,,,,90,99.57744495046715
BRD-K78717223,BRD-K78717223,3,3,-0.0783742,1.0,-3.846724,3.846724,0.0009995002498750624,0.01778475841444357,,,,91,99.57274989436124
BRD-K21095834,BRD-K21095834,5,5,-0.19414604,0.8,-3.8386922,3.8386922,0.0009995002498750624,0.01778475841444357,,,,92,99.56805483825532
BRD-K17041687,diflorasone,4,2,-0.1765824,1.0,-3.8361213,3.8361213,0.0004997501249375312,0.011180859150256805,,,,93,99.56335978214939
BRD-A50454580,PD-0325901,18,14,-0.103902474,0.8571428571428571,-3.8093052,3.8093052,0.0009995002498750624,0.01778475841444357,MEK inhibitor,MAP2K1,Phase 2,94,99.55866472604347
BRD-K55588166,BRD-K55588166,6,6,-0.106979266,0.8333333333333334,-3.8045604,3.8045604,0.0004997501249375312,0.011180859150256805,,,,95,99.55396966993756
BRD-A52934756,15-delta-prostaglandin-j2,9,1,-0.20722407,,-3.7887561,3.7887561,0.0004997501249375312,0.011180859150256805,,,,96,99.54927461383164
BRD-K59611536,BRD-K59611536,6,5,-0.14419267,0.6,-3.7883308,3.7883308,0.0009995002498750624,0.01778475841444357,,,,97,99.54457955772571
BRD-K63596086,BRD-K63596086,5,5,-0.12219836,0.8,-3.7777307,3.7777307,0.0004997501249375312,0.011180859150256805,,,,98,99.5398845016198
BRD-K21994180,BRD-K21994180,8,1,-0.18290012,,-3.7630847,3.7630847,0.0009995002498750624,0.01778475841444357,,,,99,99.53518944551388
BRD-K23240038,BRD-K23240038,2,1,-0.14858584,,-3.760079,3.760079,0.0004997501249375312,0.011180859150256805,,,,100,99.53049438940795
BRD-K62820230,BRD-K62820230,2,1,-0.22597158,,-3.7579663,3.7579663,0.0004997501249375312,0.011180859150256805,,,,101,99.52579933330203
BRD-A09495397,bicuculline,11,9,-0.07722938,0.7777777777777778,-3.7579272,3.7579272,0.0009995002498750624,0.01778475841444357,,,,102,99.52110427719612
BRD-K40365006,BRD-K40365006,8,3,-0.13957399,1.0,-3.7489874,3.7489874,0.0004997501249375312,0.011180859150256805,,,,103,99.5164092210902
BRD-K36363294,I-BET-151,129,19,-0.16466591,0.8421052631578947,-3.742942,3.742942,0.0004997501249375312,0.011180859150256805,,,,104,99.51171416498427
BRD-K33936059,BRD-K33936059,8,1,-0.096314155,,-3.7409718,3.7409718,0.0004997501249375312,0.011180859150256805,,,,105,99.50701910887835
BRD-K69817449,BRD-K69817449,2,1,-0.24249074,,-3.7403324,3.7403324,0.0009995002498750624,0.01778475841444357,,,,106,99.50232405277242
BRD-K57873755,BRD-K57873755,3,2,-0.08777929,1.0,-3.7322845,3.7322845,0.0004997501249375312,0.011180859150256805,,,,107,99.4976289966665
BRD-M95429326,BRD-M95429326,6,5,-0.14742097,0.8,-3.7313974,3.7313974,0.0009995002498750624,0.01778475841444357,,,,108,99.49293394056059
BRD-K61819258,BRD-K61819258,2,1,-0.20372,,-3.7299385,3.7299385,0.0014992503748125937,0.023342495418957186,,,,109,99.48823888445467
BRD-K94353609,fluocinolone,11,8,-0.09971541,0.875,-3.7280114,3.7280114,0.0004997501249375312,0.011180859150256805,,,,110,99.48354382834876
BRD-K18787491,U-0126,31,14,-0.050514292,0.5,-3.7199316,3.7199316,0.0004997501249375312,0.011180859150256805,MEK inhibitor,AKT1|CHEK1|GSK3B|LCK|MAP2K1|MAP2K2|MAP2K7|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|RAF1|ROCK1|RPS6KB1|SGK1,Preclinical,111,99.47884877224283
BRD-K14061746,BRD-K14061746,2,1,-0.121308275,,-3.7196722,3.7196722,0.0004997501249375312,0.011180859150256805,,,,112,99.4741537161369
BRD-K35240538,methylprednisolone,13,9,-0.07053617,0.6666666666666666,-3.7194915,3.7194915,0.0004997501249375312,0.011180859150256805,glucocorticoid receptor agonist,NR3C1,Launched,113,99.46945866003098
BRD-K06559861,BRD-K06559861,2,1,-0.16105568,,-3.7154007,3.7154007,0.0004997501249375312,0.011180859150256805,,,,114,99.46476360392506
BRD-A98444709,BRD-A98444709,13,9,-0.13056363,1.0,-3.714459,3.714459,0.0009995002498750624,0.01778475841444357,,,,115,99.46006854781915
BRD-K48023456,BRD-K48023456,3,3,-0.19081286,1.0,-3.7119384,3.7119384,0.0009995002498750624,0.01778475841444357,,,,116,99.45537349171323
BRD-K84129690,BRD-K84129690,5,5,-0.106154785,0.8,-3.7104328,3.7104328,0.0009995002498750624,0.01778475841444357,,,,117,99.45067843560732
BRD-K52163391,BRD-K52163391,12,8,-0.16903996,0.875,-3.7085617,3.7085617,0.0004997501249375312,0.011180859150256805,,,,118,99.44598337950139
BRD-K76073118,BRD-K76073118,13,9,-0.083670646,0.8888888888888888,-3.7049406,3.7049406,0.0014992503748125937,0.023342495418957186,,,,119,99.44128832339545
BRD-K09902564,BRD-K09902564,13,9,-0.037914384,0.6666666666666666,-3.704002,3.704002,0.0004997501249375312,0.011180859150256805,,,,120,99.43659326728954
BRD-K68690198,BRD-K68690198,13,9,-0.08407661,0.8888888888888888,-3.687881,3.687881,0.0009995002498750624,0.01778475841444357,,,,121,99.43189821118362
BRD-K83388394,BRD-K83388394,4,3,-0.31758252,1.0,-3.6865842,3.6865842,0.0009995002498750624,0.01778475841444357,,,,122,99.4272031550777
BRD-K84431964,BRD-K84431964,5,5,-0.14893275,0.8,-3.6848133,3.6848133,0.0009995002498750624,0.01778475841444357,,,,123,99.42250809897179
BRD-K80247389,BRD-K80247389,3,3,-0.17771183,1.0,-3.6823149,3.6823149,0.0004997501249375312,0.011180859150256805,,,,124,99.41781304286586
BRD-K65182930,NVP-AUY922,114,13,-0.051577155,0.6923076923076923,-3.6693568,3.6693568,0.0004997501249375312,0.011180859150256805,HSP inhibitor,HSP90AA1|HSP90AB1,Phase 2,125,99.41311798675994
BRD-K57080016,selumetinib,352,61,-0.06582161,0.639344262295082,-3.6623633,3.6623633,0.0009995002498750624,0.01778475841444357,MEK inhibitor,MAP2K1,Phase 3,126,99.40842293065401
BRD-K04465546,BRD-K04465546,1,1,-0.3426605,,-3.6607337,3.6607337,0.0004997501249375312,0.011180859150256805,,,,127,99.4037278745481
BRD-K51329831,BRD-K51329831,12,7,-0.13100718,0.7142857142857143,-3.6560197,3.6560197,0.0004997501249375312,0.011180859150256805,,,,128,99.39903281844218
BRD-K16730910,regorafenib,156,21,-0.05505374,0.7142857142857143,-3.6484644,3.6484644,0.0014992503748125937,0.023342495418957186,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,ABL1|BRAF|DDR2|EPHA2|FGFR1|FGFR2|FLT1|FLT4|FRK|KDR|KIT|MAPK11|NTRK1|PDGFRA|PDGFRB|RAF1|RET|TEK,Launched,129,99.39433776233626
BRD-K06380464,BRD-K06380464,2,1,-0.16428354,,-3.6465893,3.6465893,0.0004997501249375312,0.011180859150256805,,,,130,99.38964270623035
BRD-K68633617,ACDPP,8,1,-0.15979114,,-3.6445508,3.6445508,0.0004997501249375312,0.011180859150256805,glutamate receptor antagonist,GRM5,Preclinical,131,99.38494765012442
BRD-A38749782,fludrocortisone-acetate,15,8,-0.08844532,0.75,-3.640921,3.640921,0.0004997501249375312,0.011180859150256805,,NR3C2,Launched,132,99.3802525940185
BRD-K79460683,BRD-K79460683,5,5,-0.1913798,1.0,-3.639767,3.639767,0.0009995002498750624,0.01778475841444357,,,,133,99.37555753791257
BRD-A11087911,BRD-A11087911,13,9,-0.13140762,0.7777777777777778,-3.6333222,3.6333222,0.0009995002498750624,0.01778475841444357,,,,134,99.37086248180665
BRD-K67526586,BRD-K67526586,8,2,-0.21206622,1.0,-3.6332448,3.6332448,0.0004997501249375312,0.011180859150256805,,,,135,99.36616742570074
BRD-K87730440,BRD-K87730440,18,14,-0.09257182,0.6428571428571429,-3.631759,3.631759,0.0004997501249375312,0.011180859150256805,,,,136,99.36147236959482
BRD-K27586026,BRD-K27586026,4,3,-0.17923598,1.0,-3.6300957,3.6300957,0.0009995002498750624,0.01778475841444357,,,,137,99.35677731348889
BRD-K48918933,BRD-K48918933,2,1,-0.23780379,,-3.6280196,3.6280196,0.0004997501249375312,0.011180859150256805,,,,138,99.35208225738297
BRD-K51068004,BRD-K51068004,2,1,-0.22350542,,-3.614277,3.614277,0.0009995002498750624,0.01778475841444357,,,,139,99.34738720127706
BRD-A11731846,BRD-A11731846,12,3,-0.08354329,1.0,-3.6085474,3.6085474,0.0009995002498750624,0.01778475841444357,,,,140,99.34269214517113
BRD-K38542964,BRD-K38542964,4,3,-0.19239032,1.0,-3.605209,3.605209,0.0014992503748125937,0.023342495418957186,,,,141,99.33799708906521
BRD-K19042305,BRD-K19042305,2,1,-0.15189087,,-3.6026196,3.6026196,0.0009995002498750624,0.01778475841444357,,,,142,99.3333020329593
BRD-K14340046,BRD-K14340046,6,6,-0.12271592,0.8333333333333334,-3.597597,3.597597,0.0009995002498750624,0.01778475841444357,,,,143,99.32860697685338
BRD-K97629076,BRD-K97629076,15,8,-0.100058876,0.875,-3.5951715,3.5951715,0.0004997501249375312,0.011180859150256805,,,,144,99.32391192074745
BRD-K11469942,fluticasone,4,2,-0.054598358,1.0,-3.590831,3.590831,0.0009995002498750624,0.01778475841444357,,,,145,99.31921686464153
BRD-K89584002,BRD-K89584002,5,5,-0.1939678,0.8,-3.5865545,3.5865545,0.0004997501249375312,0.011180859150256805,,,,146,99.31452180853562
BRD-K09325707,BRD-K09325707,5,5,-0.18968801,1.0,-3.5810676,3.5810676,0.0009995002498750624,0.01778475841444357,,,,147,99.30982675242969
BRD-K91745830,BRD-K91745830,3,3,-0.16499536,1.0,-3.573941,3.573941,0.0004997501249375312,0.011180859150256805,,,,148,99.30513169632377
BRD-K69589246,BRD-K69589246,3,2,-0.18556051,1.0,-3.571707,3.571707,0.0009995002498750624,0.01778475841444357,,,,149,99.30043664021785
BRD-K03589483,BRD-K03589483,4,2,-0.0631405,1.0,-3.570025,3.570025,0.0009995002498750624,0.01778475841444357,,,,150,99.29574158411192
BRD-K53011428,BRD-K53011428,26,8,-0.03749308,0.625,-3.564223,3.564223,0.001999000499750125,0.028460368746108227,,,,151,99.291046528006
BRD-K93653328,BRD-K93653328,6,5,-0.1265108,0.8,-3.5541897,3.5541897,0.0009995002498750624,0.01778475841444357,,,,152,99.28635147190009
BRD-A02180903,betamethasone,23,13,-0.14975366,1.0,-3.5537274,3.5537274,0.0009995002498750624,0.01778475841444357,glucocorticoid receptor agonist,NR3C1,Launched,153,99.28165641579417
BRD-K83620070,BRD-K83620070,2,1,-0.21299177,,-3.5392227,3.5392227,0.0004997501249375312,0.011180859150256805,,,,154,99.27696135968824
BRD-A94546435,BRD-A94546435,12,3,-0.08989776,1.0,-3.536168,3.536168,0.0014992503748125937,0.023342495418957186,,,,155,99.27226630358233
BRD-K40414902,BRD-K40414902,2,1,-0.18944669,,-3.5353806,3.5353806,0.0004997501249375312,0.011180859150256805,,,,156,99.26757124747641
BRD-K59913769,BRD-K59913769,2,1,-0.172739,,-3.5294952,3.5294952,0.0009995002498750624,0.01778475841444357,,,,157,99.26287619137048
BRD-K95650611,BRD-K95650611,4,3,-0.13147497,1.0,-3.5213122,3.5213122,0.0014992503748125937,0.023342495418957186,,,,158,99.25818113526456
BRD-A17065207,brefeldin-a,19,13,-0.10916619,0.6153846153846154,-3.520584,3.520584,0.0009995002498750624,0.01778475841444357,,,,159,99.25348607915865
BRD-K58746048,flurandrenolide,4,2,-0.07264016,0.5,-3.5183744,3.5183744,0.0004997501249375312,0.011180859150256805,,,,160,99.24879102305273
BRD-K38385428,BRD-K38385428,4,3,-0.08202245,0.6666666666666666,-3.5111656,3.5111656,0.0014992503748125937,0.023342495418957186,,,,161,99.24409596694682
BRD-K18964980,TUL-XX025TFA,17,13,-0.04041176,0.6153846153846154,-3.5102932,3.5102932,0.001999000499750125,0.028460368746108227,,,,162,99.23940091084089
BRD-K78655498,BRD-K78655498,4,3,-0.19432108,1.0,-3.5031395,3.5031395,0.0024987506246876563,0.0330154401707335,,,,163,99.23470585473495
BRD-K36439830,BRD-K36439830,3,3,-0.16138646,1.0,-3.499885,3.499885,0.0004997501249375312,0.011180859150256805,,,,164,99.23001079862904
BRD-K88676137,BRD-K88676137,2,1,-0.2036406,,-3.4992678,3.4992678,0.0004997501249375312,0.011180859150256805,,,,165,99.22531574252312
