pert_id,pert_iname,n_sig,n_cell,senmayo_mean_z,sign_consistency,z_vs_null,reversal_score,p_perm,fdr,moa,target,clinical_phase,rank,percentile
BRD-K86509404,iso-olomoucine,15,8,0.16573401,0.625,3.2308173,-3.2308173,0.0014992503748125937,0.023342495418957186,,,,20184,5.234987558101323
BRD-K68682056,BRD-K68682056,11,8,0.22352766,1.0,3.2313256,-3.2313256,0.0004997501249375312,0.011180859150256805,,,,20185,5.230292501995404
BRD-K75627148,BRD-K75627148,62,11,0.13046412,0.8181818181818182,3.2322922,-3.2322922,0.0009995002498750624,0.01778475841444357,,,,20186,5.225597445889473
BRD-K72783841,tyrphostin-AG-555,19,13,0.07923156,0.8461538461538461,3.232312,-3.232312,0.0014992503748125937,0.023342495418957186,,,,20187,5.220902389783555
BRD-K49183052,VU-0415113-1,12,8,0.20155424,1.0,3.233286,-3.233286,0.0014992503748125937,0.023342495418957186,,,,20188,5.216207333677636
BRD-K20103689,BRD-K20103689,2,1,0.12393089,,3.2371995,-3.2371995,0.0014992503748125937,0.023342495418957186,,,,20189,5.2115122775717175
BRD-K89122173,BRD-K89122173,2,2,0.2673349,1.0,3.2373242,-3.2373242,0.0014992503748125937,0.023342495418957186,,,,20190,5.206817221465798
BRD-K24045217,BRD-K24045217,8,3,0.0598572,0.6666666666666666,3.239,-3.239,0.001999000499750125,0.028460368746108227,,,,20191,5.20212216535988
BRD-K09029418,BRD-K09029418,4,3,0.13809463,1.0,3.239358,-3.239358,0.001999000499750125,0.028460368746108227,,,,20192,5.19742710925396
BRD-K46531780,methyl-benzethonium,4,2,0.26929784,1.0,3.2407117,-3.2407117,0.0009995002498750624,0.01778475841444357,,,,20193,5.19273205314803
BRD-K49481516,galantamine,15,7,0.14646788,0.5714285714285714,3.2407193,-3.2407193,0.0009995002498750624,0.01778475841444357,acetylcholinesterase inhibitor,ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG,Launched,20194,5.188036997042111
BRD-K93060291,TL-HRAS-24,12,8,0.21329583,0.625,3.24078,-3.24078,0.0024987506246876563,0.0330154401707335,,,,20195,5.1833419409361925
BRD-K08135697,BG-1024,6,3,0.23002113,1.0,3.2408934,-3.2408934,0.001999000499750125,0.028460368746108227,,,,20196,5.178646884830274
BRD-K26818574,BIX-01294,155,23,0.09654665,0.7391304347826086,3.2414432,-3.2414432,0.0014992503748125937,0.023342495418957186,histone lysine methyltransferase inhibitor,EHMT1|EHMT2,Preclinical,20197,5.173951828724355
BRD-K87536251,BRD-K87536251,12,8,0.10970045,0.75,3.2421505,-3.2421505,0.001999000499750125,0.028460368746108227,,,,20198,5.169256772618436
BRD-K55462201,AM-404,11,7,0.0096123265,0.7142857142857143,3.2427754,-3.2427754,0.0014992503748125937,0.023342495418957186,cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist,CNR1|CNR2|FAAH|TRPV1,Preclinical,20199,5.164561716512517
BRD-A89434049,sarmentogenin,8,4,0.59643614,1.0,3.2432508,-3.2432508,0.0014992503748125937,0.023342495418957186,,,,20200,5.159866660406587
BRD-K26997899,D-64131,43,15,0.06539067,0.5333333333333333,3.2435973,-3.2435973,0.001999000499750125,0.028460368746108227,microtubule inhibitor,TUBB,Preclinical,20201,5.1551716043006675
BRD-K63807676,BRD-K63807676,2,1,0.17227834,,3.243867,-3.243867,0.0029985007496251873,0.03730436183777271,,,,20202,5.150476548194749
BRD-K46205969,BRD-K46205969,3,2,0.64541805,1.0,3.2439435,-3.2439435,0.0029985007496251873,0.03730436183777271,,,,20203,5.14578149208883
BRD-K41731458,triclosan,66,15,0.11218315,0.7333333333333333,3.246871,-3.246871,0.001999000499750125,0.028460368746108227,antibacterial agent,DNMT1,Launched,20204,5.141086435982912
BRD-K94557542,BRD-K94557542,5,4,0.11166255,0.75,3.2484603,-3.2484603,0.0024987506246876563,0.0330154401707335,,,,20205,5.136391379876992
BRD-K35152204,BRD-K35152204,2,1,0.1617879,,3.248885,-3.248885,0.0014992503748125937,0.023342495418957186,,,,20206,5.131696323771074
BRD-K61620767,BRD-K61620767,2,1,0.57534754,,3.250488,-3.250488,0.0004997501249375312,0.011180859150256805,,,,20207,5.127001267665143
BRD-K58893765,BRD-K58893765,3,3,0.18475504,1.0,3.254566,-3.254566,0.001999000499750125,0.028460368746108227,,,,20208,5.122306211559224
BRD-K54006094,formoterol,53,9,0.055714928,0.7777777777777778,3.2558851,-3.2558851,0.0014992503748125937,0.023342495418957186,adrenergic receptor agonist,ADRB2,Launched,20209,5.1176111554533055
BRD-K84963986,BRD-K84963986,4,2,0.13957451,1.0,3.2560654,-3.2560654,0.0024987506246876563,0.0330154401707335,,,,20210,5.112916099347387
BRD-A43331270,niguldipine,101,53,0.032849424,0.5660377358490566,3.2567546,-3.2567546,0.0024987506246876563,0.0330154401707335,,,,20211,5.108221043241468
BRD-K05433219,sericetin,8,4,0.0040554814,0.5,3.2587907,-3.2587907,0.001999000499750125,0.028460368746108227,,,,20212,5.103525987135549
BRD-K82469533,BRD-K82469533,12,7,0.028289748,0.5714285714285714,3.2597172,-3.2597172,0.001999000499750125,0.028460368746108227,,,,20213,5.09883093102963
BRD-K01253243,SB-590885,65,18,0.017764319,0.6111111111111112,3.2597616,-3.2597616,0.0009995002498750624,0.01778475841444357,RAF inhibitor,BRAF,Preclinical,20214,5.094135874923699
BRD-K50608366,BRD-K50608366,2,1,0.15407485,,3.2603457,-3.2603457,0.0009995002498750624,0.01778475841444357,,,,20215,5.089440818817781
BRD-K56334280,amonafide,57,14,0.10027799,0.7857142857142857,3.260794,-3.260794,0.0029985007496251873,0.03730436183777271,topoisomerase inhibitor,TOP2A|TOP2B,Phase 3,20216,5.0847457627118615
BRD-K10846167,BRD-K10846167,11,8,0.68986446,1.0,3.2614973,-3.2614973,0.0009995002498750624,0.01778475841444357,,,,20217,5.0800507066059435
BRD-K54770957,etoricoxib,46,7,0.09423074,0.8571428571428571,3.2623687,-3.2623687,0.0024987506246876563,0.0330154401707335,cyclooxygenase inhibitor,PTGS2,Launched,20218,5.075355650500024
BRD-K15389391,BRD-K15389391,4,3,0.23983523,1.0,3.2636364,-3.2636364,0.0024987506246876563,0.0330154401707335,,,,20219,5.070660594394106
BRD-K20625691,BRD-K20625691,2,1,0.06774847,,3.2643046,-3.2643046,0.0014992503748125937,0.023342495418957186,,,,20220,5.065965538288186
BRD-K41023039,BRD-K41023039,2,1,0.03033637,,3.2643564,-3.2643564,0.001999000499750125,0.028460368746108227,,,,20221,5.061270482182268
BRD-K25504083,cytochalasin-d,17,13,0.048477065,0.6923076923076923,3.2654028,-3.2654028,0.001999000499750125,0.028460368746108227,,,,20222,5.056575426076337
BRD-K67277431,picotamide,64,15,0.0464852,0.6666666666666666,3.2683163,-3.2683163,0.0024987506246876563,0.0330154401707335,thromboxane receptor antagonist|thromboxane synthase inhibitor,TBXA2R,Launched,20223,5.0518803699704184
BRD-K95985487,BRD-K95985487,32,2,0.1653732,1.0,3.2696524,-3.2696524,0.001999000499750125,0.028460368746108227,,,,20224,5.0471853138644995
BRD-A98175426,betaescin,4,2,0.27378476,0.5,3.2723825,-3.2723825,0.0004997501249375312,0.011180859150256805,,,,20225,5.042490257758581
BRD-K53665955,MK-5108,89,10,0.058309536,0.8,3.273103,-3.273103,0.001999000499750125,0.028460368746108227,Aurora kinase inhibitor,AURKA|AURKB|AURKC,Phase 1,20226,5.037795201652662
BRD-K15616905,CCCP,19,13,0.24357744,1.0,3.2750762,-3.2750762,0.0004997501249375312,0.011180859150256805,,,,20227,5.033100145546743
BRD-K61443650,thiomersal,46,7,0.20441544,0.8571428571428571,3.2762165,-3.2762165,0.0009995002498750624,0.01778475841444357,other antibiotic,OXCT1,Launched,20228,5.028405089440824
BRD-A51964809,halofantrine,46,7,0.11399634,0.8571428571428571,3.2778504,-3.2778504,0.0009995002498750624,0.01778475841444357,antimalarial agent,KCNN4,Launched,20229,5.023710033334893
BRD-K51290057,SA-792709,31,13,0.07684895,0.6153846153846154,3.278477,-3.278477,0.0034982508745627187,0.04162527674710131,,,,20230,5.019014977228975
BRD-K17965071,BRD-K17965071,2,1,0.17742744,,3.2789438,-3.2789438,0.001999000499750125,0.028460368746108227,,,,20231,5.014319921123056
BRD-A60256353,ST-019386,17,13,0.1335037,0.6923076923076923,3.2801673,-3.2801673,0.0009995002498750624,0.01778475841444357,,,,20232,5.0096248650171376
BRD-K83963101,MLN-8054,264,29,0.06116727,0.6896551724137931,3.2808845,-3.2808845,0.0004997501249375312,0.011180859150256805,,,,20233,5.004929808911218
BRD-K35638681,BRD-K35638681,17,13,0.118640915,0.6923076923076923,3.2809303,-3.2809303,0.001999000499750125,0.028460368746108227,,,,20234,5.0002347528053
BRD-K40591230,BRD-K40591230,4,3,0.04944973,0.6666666666666666,3.280962,-3.280962,0.0009995002498750624,0.01778475841444357,,,,20235,4.99553969669938
BRD-K29673530,hypericin,65,15,0.027375016,0.6,3.2819233,-3.2819233,0.0009995002498750624,0.01778475841444357,tyrosine kinase inhibitor,,Phase 3,20236,4.99084464059345
BRD-K85069227,BRD-K85069227,2,2,0.13799438,1.0,3.2822878,-3.2822878,0.0009995002498750624,0.01778475841444357,,,,20237,4.986149584487531
BRD-M45544666,BRD-M45544666,6,5,0.1683009,0.6,3.282648,-3.282648,0.001999000499750125,0.028460368746108227,,,,20238,4.9814545283816125
BRD-K79251086,BRD-K79251086,13,9,0.11774686,0.7777777777777778,3.2866595,-3.2866595,0.0014992503748125937,0.023342495418957186,,,,20239,4.976759472275694
BRD-K10114046,BRD-K10114046,13,9,0.20951526,1.0,3.2874794,-3.2874794,0.0009995002498750624,0.01778475841444357,,,,20240,4.972064416169775
BRD-A54927599,KF-38789,19,13,0.09571135,0.6153846153846154,3.2878468,-3.2878468,0.001999000499750125,0.028460368746108227,P selectin inhibitor,SELP,Preclinical,20241,4.967369360063856
BRD-K14993104,bemegride,65,15,0.043870617,0.8,3.2890892,-3.2890892,0.0009995002498750624,0.01778475841444357,chemoreceptor agonist,GABRA1,Launched,20242,4.962674303957937
BRD-K84895041,BMY-45778,15,8,0.027744697,0.5,3.2896872,-3.2896872,0.0014992503748125937,0.023342495418957186,IP1 prostacyclin receptor agonist,PTGIR,Preclinical,20243,4.957979247852007
BRD-K48672996,BRD-K48672996,8,1,0.09980837,,3.2901623,-3.2901623,0.001999000499750125,0.028460368746108227,,,,20244,4.9532841917460875
BRD-K62792802,LY-83583,12,8,0.19366983,0.875,3.291182,-3.291182,0.0024987506246876563,0.0330154401707335,,,,20245,4.9485891356401694
BRD-K13356952,methazolamide,57,10,0.013851831,0.6,3.2931013,-3.2931013,0.0014992503748125937,0.023342495418957186,carbonic anhydrase inhibitor,CA1|CA12|CA14|CA2|CA4|CA7,Launched,20246,4.94389407953425
BRD-A40639672,ketorolac,80,15,0.049401067,0.6,3.295194,-3.295194,0.0024987506246876563,0.0330154401707335,cyclooxygenase inhibitor,PTGS1|PTGS2,Launched,20247,4.939199023428332
BRD-K02265150,amoxapine,76,15,0.03398368,0.5333333333333333,3.2954886,-3.2954886,0.0024987506246876563,0.0330154401707335,norepinephrine reputake inhibitor,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH4|HTR1A|HTR1B|HTR2A|HTR2B|HTR2C|HTR3A|HTR6|HTR7|SLC6A2|SLC6A3|SLC6A4,Launched,20248,4.934503967322412
BRD-K74141488,naftifine,61,15,0.033884287,0.5333333333333333,3.296907,-3.296907,0.0014992503748125937,0.023342495418957186,fungal squalene epoxidase inhibitor,,Launched,20249,4.929808911216494
BRD-K75291656,BRD-K75291656,3,2,0.19761986,1.0,3.297866,-3.297866,0.0009995002498750624,0.01778475841444357,,,,20250,4.925113855110563
BRD-K76401790,JNK-IN-5A,114,19,0.10541998,0.6842105263157895,3.3001924,-3.3001924,0.0014992503748125937,0.023342495418957186,,,,20251,4.920418799004644
BRD-A92334183,BRD-A92334183,6,3,0.1658907,0.6666666666666666,3.3005767,-3.3005767,0.0014992503748125937,0.023342495418957186,,,,20252,4.9157237428987255
BRD-A07614565,BRD-A07614565,17,13,0.041544516,0.6153846153846154,3.3021564,-3.3021564,0.001999000499750125,0.028460368746108227,,,,20253,4.911028686792807
BRD-A59174698,ritodrine,61,15,0.036564216,0.5333333333333333,3.3069968,-3.3069968,0.0014992503748125937,0.023342495418957186,adrenergic receptor agonist,,Withdrawn,20254,4.906333630686888
BRD-K45853100,BRD-K45853100,13,6,0.118406594,0.5,3.3089643,-3.3089643,0.0014992503748125937,0.023342495418957186,,,,20255,4.901638574580969
BRD-K58539957,BRD-K58539957,2,1,0.22408822,,3.3128219,-3.3128219,0.001999000499750125,0.028460368746108227,,,,20256,4.89694351847505
BRD-K52818472,ivacaftor,42,7,0.103481725,0.7142857142857143,3.3152406,-3.3152406,0.0009995002498750624,0.01778475841444357,CFTR channel potentiator,CFTR,Launched,20257,4.892248462369119
BRD-K91370081,anisomycin,16,11,0.55989134,0.8181818181818182,3.3162932,-3.3162932,0.0009995002498750624,0.01778475841444357,DNA synthesis inhibitor,NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1,Preclinical,20258,4.887553406263201
BRD-K98710661,BRD-K98710661,12,7,0.1335097,0.8571428571428571,3.3170428,-3.3170428,0.0014992503748125937,0.023342495418957186,,,,20259,4.8828583501572815
BRD-K35957449,BRD-K35957449,4,3,0.118354216,1.0,3.3175707,-3.3175707,0.0009995002498750624,0.01778475841444357,,,,20260,4.8781632940513635
BRD-A49838158,phenprocoumon,42,7,0.029923817,0.7142857142857143,3.32335,-3.32335,0.001999000499750125,0.028460368746108227,vitamin K antagonist,VKORC1,Launched,20261,4.873468237945444
BRD-K92093830,doxorubicin,107,14,0.39047125,1.0,3.3236382,-3.3236382,0.0014992503748125937,0.023342495418957186,topoisomerase inhibitor,TOP2A,Launched,20262,4.868773181839526
BRD-A34806832,proscillaridin,27,13,0.44982886,1.0,3.327576,-3.327576,0.0009995002498750624,0.01778475841444357,,,,20263,4.864078125733606
BRD-K39096267,BRD-K39096267,6,3,0.1418866,1.0,3.3275857,-3.3275857,0.001999000499750125,0.028460368746108227,,,,20264,4.859383069627688
BRD-K95435023,PHA-665752,181,18,0.025700528,0.6111111111111112,3.3278706,-3.3278706,0.0004997501249375312,0.011180859150256805,c-Met inhibitor,MET,Preclinical,20265,4.854688013521757
BRD-K63326650,KU-C104223,13,9,0.1530986,0.8888888888888888,3.328334,-3.328334,0.0014992503748125937,0.023342495418957186,,,,20266,4.8499929574158385
BRD-K91868345,BRD-K91868345,5,5,0.09392668,0.8,3.3295307,-3.3295307,0.0014992503748125937,0.023342495418957186,,,,20267,4.8452979013099196
BRD-A25088322,CVF-SUMO-7,11,8,0.06284895,0.75,3.329896,-3.329896,0.0024987506246876563,0.0330154401707335,,,,20268,4.840602845204001
BRD-A78236793,BRD-A78236793,6,3,0.25270408,1.0,3.3303692,-3.3303692,0.0009995002498750624,0.01778475841444357,,,,20269,4.835907789098082
BRD-K66438357,BRD-K66438357,15,8,0.16536325,0.75,3.3304827,-3.3304827,0.0014992503748125937,0.023342495418957186,,,,20270,4.831212732992163
BRD-K92158425,BRD-K92158425,10,8,0.79347134,1.0,3.3329465,-3.3329465,0.0004997501249375312,0.011180859150256805,,,,20271,4.826517676886244
BRD-K05498469,BRD-K05498469,2,1,0.18280305,,3.333316,-3.333316,0.0024987506246876563,0.0330154401707335,,,,20272,4.821822620780313
BRD-K10362791,BRD-K10362791,3,3,0.08218418,1.0,3.3337994,-3.3337994,0.0014992503748125937,0.023342495418957186,,,,20273,4.817127564674395
BRD-A35588707,teniposide,116,54,0.2242977,0.8333333333333334,3.3340292,-3.3340292,0.0014992503748125937,0.023342495418957186,topoisomerase inhibitor,TOP2A|TOP2B,Launched,20274,4.812432508568476
BRD-K96698997,BRD-K96698997,1,1,0.22629477,,3.334241,-3.334241,0.0004997501249375312,0.011180859150256805,,,,20275,4.807737452462558
BRD-A65248799,EMD-53998,42,7,0.037723944,0.7142857142857143,3.3377447,-3.3377447,0.0004997501249375312,0.011180859150256805,phosphodiesterase inhibitor,TNNC1,Phase 1,20276,4.803042396356638
BRD-K51556300,BRD-K51556300,45,11,0.070927545,0.8181818181818182,3.337928,-3.337928,0.0009995002498750624,0.01778475841444357,,,,20277,4.79834734025072
BRD-K56195681,losmapimod,48,8,0.02609821,0.75,3.3418574,-3.3418574,0.0024987506246876563,0.0330154401707335,p38 MAPK inhibitor,MAPK14,Phase 3,20278,4.7936522841448
BRD-K47664560,BG-1001,6,3,0.25779122,1.0,3.3426962,-3.3426962,0.0004997501249375312,0.011180859150256805,,,,20279,4.78895722803887
BRD-K33312838,BRD-K33312838,5,5,0.14433819,1.0,3.3446558,-3.3446558,0.0024987506246876563,0.0330154401707335,,,,20280,4.7842621719329514
BRD-K89708791,rifaximin,11,7,0.05998694,0.5714285714285714,3.3446817,-3.3446817,0.001999000499750125,0.028460368746108227,RNA synthesis inhibitor,,Launched,20281,4.7795671158270325
BRD-K37073485,BRD-K37073485,4,2,0.1618396,1.0,3.3475049,-3.3475049,0.0014992503748125937,0.023342495418957186,,,,20282,4.774872059721114
BRD-K61044449,BRD-K61044449,1,1,0.24313302,,3.347508,-3.347508,0.0014992503748125937,0.023342495418957186,,,,20283,4.770177003615195
BRD-K10211010,BRD-K10211010,14,8,0.13111825,0.875,3.3475778,-3.3475778,0.0014992503748125937,0.023342495418957186,,,,20284,4.765481947509276
BRD-K78122587,NNC-55-0396,31,11,0.23734438,1.0,3.3477712,-3.3477712,0.0004997501249375312,0.011180859150256805,T-type calcium channel blocker,CATSPER1|CATSPER2|CATSPER3|CATSPER4,Preclinical,20285,4.760786891403357
BRD-K04801023,SAR-245408,162,13,0.010645812,0.6923076923076923,3.3502688,-3.3502688,0.0009995002498750624,0.01778475841444357,,,,20286,4.756091835297427
BRD-K90045406,BRD-K90045406,3,3,0.18144587,1.0,3.351624,-3.351624,0.0009995002498750624,0.01778475841444357,,,,20287,4.7513967791915075
BRD-K20091307,BRD-K20091307,2,1,0.15474279,,3.3524616,-3.3524616,0.0009995002498750624,0.01778475841444357,,,,20288,4.7467017230855895
BRD-A51714012,venlafaxine,80,15,0.02759438,0.6,3.3527513,-3.3527513,0.001999000499750125,0.028460368746108227,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI),SLC6A2|SLC6A4,Launched,20289,4.74200666697967
BRD-K41185545,ambrisentan,42,7,0.044940285,0.8571428571428571,3.3529956,-3.3529956,0.001999000499750125,0.028460368746108227,endothelin receptor antagonist,EDNRA|EDNRB,Launched,20290,4.737311610873752
BRD-K55624132,BRD-K55624132,2,1,0.25873223,,3.3556619,-3.3556619,0.0009995002498750624,0.01778475841444357,,,,20291,4.732616554767832
BRD-K92803302,BRD-K92803302,3,2,0.29642922,0.5,3.3565593,-3.3565593,0.0024987506246876563,0.0330154401707335,,,,20292,4.727921498661914
BRD-K72425572,BRD-K72425572,4,2,0.53037536,1.0,3.3593428,-3.3593428,0.0014992503748125937,0.023342495418957186,,,,20293,4.723226442555983
BRD-A02481876,importazole,93,49,0.18367922,0.9387755102040817,3.3598294,-3.3598294,0.0014992503748125937,0.023342495418957186,,,,20294,4.718531386450064
BRD-K72066167,BRD-K72066167,2,2,0.54920894,0.5,3.364046,-3.364046,0.0024987506246876563,0.0330154401707335,,,,20295,4.7138363303441455
BRD-K43164539,cholic-acid,66,17,0.04259631,0.5882352941176471,3.3642437,-3.3642437,0.0009995002498750624,0.01778475841444357,bile acid,ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|PLA2G1B,Launched,20296,4.709141274238227
BRD-A00520476,AF-DX-116,11,7,0.23618318,0.5714285714285714,3.3651323,-3.3651323,0.0009995002498750624,0.01778475841444357,,,,20297,4.704446218132308
BRD-A54194844,BRD-A54194844,15,8,0.11683919,0.75,3.371443,-3.371443,0.0009995002498750624,0.01778475841444357,,,,20298,4.699751162026389
BRD-K40892926,BRD-K40892926,2,1,0.10466054,,3.3723826,-3.3723826,0.0014992503748125937,0.023342495418957186,,,,20299,4.69505610592047
BRD-K13926615,vardenafil,74,15,0.061549265,0.8,3.3732376,-3.3732376,0.0009995002498750624,0.01778475841444357,phosphodiesterase inhibitor,PDE5A|PDE6G|PDE6H,Launched,20300,4.690361049814539
BRD-A75931230,F-1061-0166,34,14,0.1457206,0.8571428571428571,3.3744738,-3.3744738,0.0014992503748125937,0.023342495418957186,,,,20301,4.685665993708621
BRD-K36156445,BRD-K36156445,2,1,0.29279703,,3.3746877,-3.3746877,0.0014992503748125937,0.023342495418957186,,,,20302,4.6809709376027016
BRD-K05658747,raltegravir,59,15,0.04285654,0.6,3.379156,-3.379156,0.0014992503748125937,0.023342495418957186,HIV integrase inhibitor,,Launched,20303,4.6762758814967835
BRD-K37865504,LY-2183240,90,57,0.042760104,0.5087719298245614,3.3793595,-3.3793595,0.0004997501249375312,0.011180859150256805,,,,20304,4.671580825390864
BRD-K67174965,acetylcysteine,42,7,0.038617786,0.7142857142857143,3.3798923,-3.3798923,0.0014992503748125937,0.023342495418957186,mucolytic agent,ACY1|CHUK|GRIN1|GRIN2A|GRIN2B|GRIN2D|GRIN3A|GSS|IKBKB|RELA|SLC7A11,Launched,20305,4.666885769284946
BRD-K86236946,BRD-K86236946,2,1,0.16819862,,3.380519,-3.380519,0.0014992503748125937,0.023342495418957186,,,,20306,4.662190713179026
BRD-K67774729,BRD-K67774729,64,11,0.063308485,0.7272727272727273,3.3834364,-3.3834364,0.0014992503748125937,0.023342495418957186,,,,20307,4.657495657073108
BRD-K14151426,BRD-K14151426,2,1,0.25705275,,3.386672,-3.386672,0.0009995002498750624,0.01778475841444357,,,,20308,4.652800600967177
BRD-K80843514,BRD-K80843514,2,1,0.37289363,,3.3888075,-3.3888075,0.001999000499750125,0.028460368746108227,,,,20309,4.6481055448612585
BRD-K85818861,BRD-K85818861,13,9,0.16004908,0.7777777777777778,3.389448,-3.389448,0.0009995002498750624,0.01778475841444357,,,,20310,4.64341048875534
BRD-K36198571,WAY-170523,19,13,0.12489457,0.7692307692307693,3.3904765,-3.3904765,0.0014992503748125937,0.023342495418957186,metalloproteinase inhibitor,MMP13,Preclinical,20311,4.638715432649421
BRD-K89205986,BRD-K89205986,12,3,0.07604589,1.0,3.3917718,-3.3917718,0.0014992503748125937,0.023342495418957186,,,,20312,4.634020376543502
BRD-K92317137,BRD-K92317137,108,51,0.20692016,0.8431372549019608,3.3921633,-3.3921633,0.0004997501249375312,0.011180859150256805,,,,20313,4.629325320437583
BRD-K98634983,BRD-K98634983,17,13,0.0508352,0.5384615384615384,3.3943577,-3.3943577,0.0009995002498750624,0.01778475841444357,,,,20314,4.624630264331664
BRD-K25638721,BRD-K25638721,2,2,0.12159411,1.0,3.3944097,-3.3944097,0.0004997501249375312,0.011180859150256805,,,,20315,4.6199352082257334
BRD-K01140360,BRD-K01140360,6,5,0.1466369,0.8,3.3952,-3.3952,0.0004997501249375312,0.011180859150256805,,,,20316,4.615240152119815
BRD-K23478508,digoxin,18,13,0.49042907,0.9230769230769231,3.398092,-3.398092,0.0014992503748125937,0.023342495418957186,ATPase inhibitor,ATP1A1,Launched,20317,4.610545096013896
BRD-K32292990,CGP-53353,31,14,0.06949943,0.5,3.3989727,-3.3989727,0.001999000499750125,0.028460368746108227,EGFR inhibitor|PKC inhibitor,EGFR|PRKCB,Preclinical,20318,4.605850039907978
BRD-K09638361,IC-261,27,13,0.10404984,0.6153846153846154,3.400145,-3.400145,0.0014992503748125937,0.023342495418957186,,,,20319,4.601154983802058
BRD-K80108679,BRD-K80108679,3,3,0.16361763,1.0,3.401483,-3.401483,0.0014992503748125937,0.023342495418957186,,,,20320,4.59645992769614
BRD-K83322645,L-693403,19,13,0.033015773,0.6153846153846154,3.401609,-3.401609,0.0014992503748125937,0.023342495418957186,sigma receptor agonist|sigma receptor antagonist,DRD2|SIGMAR1,Preclinical,20321,4.59176487159022
BRD-K91328526,clomifene,3,2,0.23358656,1.0,3.403644,-3.403644,0.0009995002498750624,0.01778475841444357,estrogen receptor antagonist,ESR1,Launched,20322,4.58706981548429
BRD-K89344180,BRD-K89344180,6,6,0.108577624,0.8333333333333334,3.4037497,-3.4037497,0.0009995002498750624,0.01778475841444357,,,,20323,4.5823747593783715
BRD-K79222491,BRD-K79222491,12,9,0.81639975,1.0,3.4045494,-3.4045494,0.0009995002498750624,0.01778475841444357,,,,20324,4.5776797032724525
BRD-K76210423,resiquimod,42,7,0.07431447,1.0,3.4054792,-3.4054792,0.0014992503748125937,0.023342495418957186,toll-like receptor agonist,TLR7|TLR8,Phase 3,20325,4.572984647166534
BRD-K32927008,BRD-K32927008,18,14,0.050695047,0.6428571428571429,3.406437,-3.406437,0.0004997501249375312,0.011180859150256805,,,,20326,4.568289591060615
BRD-K81403739,BRD-K81403739,2,1,0.22377497,,3.4064853,-3.4064853,0.0014992503748125937,0.023342495418957186,,,,20327,4.563594534954696
BRD-K02992638,lamivudine,70,11,0.03585688,0.7272727272727273,3.4087203,-3.4087203,0.0024987506246876563,0.0330154401707335,nucleoside reverse transcriptase inhibitor,,Launched,20328,4.558899478848777
BRD-K48257023,BRD-K48257023,2,1,0.37132207,,3.4092922,-3.4092922,0.0009995002498750624,0.01778475841444357,,,,20329,4.554204422742847
BRD-K11911061,GR-127935,19,13,0.15657626,0.7692307692307693,3.409657,-3.409657,0.001999000499750125,0.028460368746108227,serotonin receptor antagonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR6,Preclinical,20330,4.5495093666369275
BRD-K68408385,BRD-K68408385,2,2,0.17251466,1.0,3.4102027,-3.4102027,0.0009995002498750624,0.01778475841444357,,,,20331,4.5448143105310095
BRD-K41423295,BRD-K41423295,2,2,0.47651467,0.5,3.4130645,-3.4130645,0.0009995002498750624,0.01778475841444357,,,,20332,4.54011925442509
BRD-K68989144,BRD-K68989144,4,3,0.22951181,1.0,3.413081,-3.413081,0.0009995002498750624,0.01778475841444357,,,,20333,4.535424198319172
BRD-K63000292,BRD-K63000292,14,8,0.042104047,0.75,3.4137847,-3.4137847,0.001999000499750125,0.028460368746108227,,,,20334,4.530729142213252
BRD-K53732802,VU-0365118-1,13,9,0.12288101,0.6666666666666666,3.4138544,-3.4138544,0.0009995002498750624,0.01778475841444357,,,,20335,4.526034086107334
BRD-K93291593,BRD-K93291593,4,2,0.2773594,1.0,3.4139574,-3.4139574,0.0004997501249375312,0.011180859150256805,,,,20336,4.521339030001403
BRD-K62012036,acitretin,24,15,0.04051707,0.6,3.4167213,-3.4167213,0.0014992503748125937,0.023342495418957186,retinoid receptor agonist,RARA|RARB|RARG|RBP1|RXRA|RXRB|RXRG|STAT3,Launched,20337,4.516643973895484
BRD-K78764313,BRD-K78764313,2,1,0.13762797,,3.4167387,-3.4167387,0.0014992503748125937,0.023342495418957186,,,,20338,4.5119489177895655
