pert_id,pert_iname,is_positive_control,canonical_smiles,senmayo_mean_z,reversal_score,gps_discrete_score,gps_continuous_score
BRD-K78699095,BRD-K78699095,False,CCC(=O)Nc1ccc2OC[C@H](C)N(C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC)C(=O)CC,0.004517963,0.91326386,-0.008130081300813009,-0.17761633
BRD-K03257659,BRD-K03257659,False,OC[C@@H]1O[C@@H](CC(=O)NCc2ccc3OCOc3c2)C=C[C@@H]1NC(=O)Nc1cc(F)ccc1F,0.16178478,-2.3017638,-0.0,-0.3196473
BRD-K09033315,BRD-K09033315,False,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O,0.085822284,-1.8224965,-0.0,-0.18907268
BRD-K82053812,BRD-K82053812,False,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc4OCOc4c3)cc2OC[C@H](C)N(CCC(F)(F)F)C[C@@H]1C,0.02789133,0.65975046,-0.008130081300813009,-0.58936095
BRD-K57953517,BRD-K57953517,False,CN1[C@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@@H]2COc2ccc(NC(=O)C3CCOCC3)cc2C1=O,-0.035018682,0.78755444,-0.0,-0.045678906
BRD-K70330256,BRD-K70330256,False,CC(=O)N1CCCCN2[C@@H](CO)[C@H]([C@@H]2C1)c1ccc(cc1)-c1ccccc1,0.08590591,-1.5680147,-0.0,-0.08831588
BRD-K14787141,BRD-K14787141,False,COc1ccccc1CN1CC[C@@H]2[C@H]1c1cc(ccc1N[C@@H]2CO)C1=CCCCC1,0.006813195,0.79711056,-0.0,-0.10830536
BRD-K11266478,BRD-K11266478,False,OC[C@H]1O[C@@H](CC(=O)Nc2nccs2)CC[C@@H]1NC(=O)CCN1CCCCC1,0.010311197,-2.372039,-0.0,0.089439616
BRD-K81496150,BRD-K81496150,False,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O,-0.031918522,0.7809926,-0.0,-0.08172942
BRD-K36115176,BRD-K36115176,False,CCC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C11CN(C1)C(=O)CN1CCOCC1,0.08511854,-2.2097216,-0.0,-0.071077004
BRD-M53302603,BRD-M53302603,False,COC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(=O)c(\C=C\C)ccc3[C@@H]1N2S(=O)(=O)c1cccc(C)c1.COC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(=O)c(\C=C/C)ccc3[C@@H]1N2S(=O)(=O)c1cccc(C)c1,-0.024860045,0.0737326,-0.0,-0.21828738
BRD-K08198655,BRD-K08198655,False,CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)NC(C)C)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO,0.023862695,-1.015553,-0.0,0.041823946
BRD-K79997126,BRD-K79997126,False,COc1ccc(cc1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)NCCc2ccncc2)O[C@@H]1CO,-0.012152353,0.07431132,-0.0,-0.13364246
BRD-K06042430,BRD-K06042430,False,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2cnccn2)Oc3ncc(cc3C1=O)c4ccccc4F,-0.20403488,2.8570385,-0.0,-0.04469784
BRD-K29946363,BRD-K29946363,False,OC[C@@H]1[C@@H]2[C@@H](CNc3ccccc23)N1Cc1cccnc1,0.08092708,-0.6485182,-0.008130081300813009,-0.170556
BRD-K82206012,BRD-K82206012,False,C[C@]12CC[C@H]3[C@@H](C[C@H](F)C4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,-0.033265896,0.24536355,-0.0,-0.034373406
BRD-K08248804,LCL-161,False,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,0.100732446,-6.517442,-0.0,-0.08601971
BRD-K13079805,BRD-K13079805,False,CO[C@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@@H]1O2)C#N,-0.089191705,2.1962445,-0.0,-0.05176954
BRD-K09231502,BRD-K09231502,False,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NS(=O)(=O)C)cc3CC1=O,0.0849023,-1.9303349,-0.0,-0.31792024
BRD-K38963656,BRD-K38963656,False,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3ccccc3C1=O,0.1476833,-2.021714,-0.0,-0.28698233
BRD-K09973807,BRD-K09973807,False,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc3c(cccc3C1=O)N(C)C,0.01120544,0.09524018,-0.0,-0.06311324
BRD-A05581237,dinorcitalopram-oxalate,False,NCCCC1(OCc2cc(ccc12)[N+]#[C-])c1ccc(F)cc1,0.057673022,-2.2100885,-0.016260162601626018,-0.30122486
BRD-K68741898,BRD-K68741898,False,CC(C)COC(=O)N(C)C[C@H]1OCc2cnnn2CCCC(=O)N(C[C@@H]1C)[C@H](C)CO,0.08660672,-1.3711548,-0.0,-0.0077934503
BRD-K92980438,BRD-K92980438,False,OC(=O)C(=O)CBr,0.025032034,-1.9781784,-0.008130081300813009,-0.048687723
BRD-K75091523,BRD-K75091523,False,COc1ccc(CNC(=O)C[C@H]2C[C@@H]3[C@@H](Oc4ccc(NC(=O)C5CCC5)cc34)[C@H](CO)O2)cc1,-0.093389116,0.38081098,-0.016260162601626018,0.024244383
BRD-K03845749,BRD-K03845749,False,CN1[C@H]2CC[C@H](CC(=O)N3CCOCC3)O[C@H]2COc2ccc(NS(C)(=O)=O)cc2C1=O,0.19491337,-2.9318547,-0.0,-0.05880882
BRD-K16421840,BRD-K16421840,False,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](OC)[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N,0.114362754,-0.9389486,-0.0,-0.19467981
BRD-K86629698,BRD-K86629698,False,O=C1CCCc2cnnn2COC[C@H](N1)c1ccccc1,0.10810093,-2.46584,-0.0,-0.01717208
BRD-K11609893,BRD-K11609893,False,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCc3ccccc3-c4ccccc4C1=O,-0.007393054,0.06028335,-0.0,-0.23221573
BRD-K95208083,SA-1457472,False,O[C@H]1COC[C@@H]2O[C@@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)CC[C@H]2N(C1)C(=O)c1ccccc1F,0.036492757,-0.06700244,-0.0,-0.17873561
BRD-K96431673,BRD-K96431673,False,CN1CCN(CC1)C(=O)C[C@H]1CC[C@H](NC(=O)c2ccc3OCOc3c2)[C@@H](CO)O1,0.038771655,-1.7594647,-0.0,-0.00035053847
BRD-K97615779,BRD-K97615779,False,C/C=C/c1ccc2c(O[C@H](CN(C)C(=O)Cc3cccnc3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0.098812856,-0.09924684,-0.0,-0.03988285
BRD-K78891011,BRD-K78891011,False,CN(C)C(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc23)[C@H](CO)O1,0.054587416,-1.5741818,-0.016260162601626018,-0.20483443
BRD-A73635141,hydrocortisone,False,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,0.027294334,-1.3554536,-0.0,0.01911615
BRD-K61079130,BRD-K61079130,False,CN(C)CC#Cc1cccc(c1)c2nc(cc3CN([C@@H](CCO)c32)S(=O)C(C)(C)C)C(=O)NCc4ccc5OCOc5c4,-0.112847194,1.4184295,-0.0,-0.19019127
BRD-K16074065,BRD-K16074065,False,CCCNC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C11CN(C1)C(=O)C1CCCCC1,-0.043503452,-1.1484574,-0.0,-0.10024893
BRD-K76996839,BRD-K76996839,False,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2cccnc2)Oc3cc(C#CC4(O)CCCC4)ccc3S1(=O)=O,0.27164036,-1.3945968,-0.0,-0.026145749
BRD-K48383713,BRD-K48383713,False,OC[C@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)C2CCOCC2)N1Cc1ccccc1F,0.031248108,-1.487451,-0.0,-0.16378894
BRD-K78431006,crizotinib,False,C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl,0.1271317,-4.308308,-0.3170731707317073,-0.63516724
BRD-K08109516,L-701324,False,Oc1c(-c2cccc(Oc3ccccc3)c2)c(=O)[nH]c2cc(Cl)ccc12,-0.039897803,0.026910374,-0.0,-0.033503044
BRD-K56638701,BRD-K56638701,False,CCCNC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2C(=O)CC1CC1)c1ccccc1,0.052451264,0.429444,-0.0,-0.12376073
BRD-K99616396,motesanib,False,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12,-0.043262683,0.25862685,-0.008130081300813009,-0.2472708
BRD-K55424922,anpirtoline,False,Clc1cccc(SC2CCNCC2)n1,-0.05527401,1.7979935,-0.0,-0.07649968
BRD-K50168500,canertinib,False,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,-0.015955972,2.270331,-0.3252032520325203,-0.6554032
BRD-K08519668,BRD-K08519668,False,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3CC1=O,0.032353427,0.12695955,-0.0,-0.14158554
BRD-K01572707,BRD-K01572707,False,CC(C)c1cn(CC[C@@H]2CC[C@H](NC(=O)C3CC3)[C@@H](CO)O2)nn1,-0.05057489,2.1583374,-0.008130081300813009,-0.07755467
BRD-K23954640,BRD-K23954640,False,OC[C@H]1[C@@H]([C@H]2CN(Cc3cncnc3)CCCCN12)c1ccc(cc1)-c1ccccc1F,0.041665368,-0.9460046,-0.0,-0.0981163
BRD-K00232157,BRD-K00232157,False,CCC(=O)N1CC2(C1)[C@@H]([C@@H](CO)N2S(=O)(=O)CC)c1ccc(cc1)-c1ccc(C)cc1,0.0828541,-0.24935193,-0.0,-0.048012078
BRD-K45663104,BRD-K45663104,False,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc(Oc3ccccn3)c2)OCc4cn(CCCC1=O)nn4,-0.037302725,0.9686447,-0.0,-0.01724203
BRD-K44366801,BRD-K44366801,False,Cn1nnnc1Sc2ncnc3scc(c4ccc(cc4)[N+](=O)[O-])c23,0.3600254,-2.8458343,-0.21138211382113822,-0.40140465
BRD-K58536094,BRD-K58536094,False,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)CCC(F)(F)F)cc3CC1=O,0.021603294,0.525196,-0.0,-0.09364124
BRD-K67977190,eprosartan,False,CCCCc1ncc(\C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O,0.02228391,0.91683066,-0.0,-0.072128974
BRD-K47716724,BRD-K47716724,False,OC[C@H]1[C@H]([C@H]2CN(CC(=O)N12)C(=O)c1ccccc1F)c1ccc(cc1)C#Cc1ccccc1,0.007696702,-0.6476745,-0.04065040650406504,-0.41113508
BRD-K73329392,BRD-K73329392,False,COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(C)CC3)S(=O)(=O)c3ccc(C)cc3)n(C)c2c1,-0.067363404,2.2774012,-0.0,-0.14260325
BRD-K47024121,BRD-K47024121,False,COc1ccccc1C(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)NCCc4ccncc4)CC[C@@H]3N(C)C(=O)c2c1,0.15843068,-2.4710877,-0.0,-0.017842384
BRD-A06664848,BRD-A06664848,False,CC(Sc1nc2cc(Cl)ccc2s1)C(=O)Nc3cccc(c3)S(=O)(=O)N4CCOCC4,-0.07269554,0.0687757,-0.0,-0.454147
BRD-K45025380,BRD-K45025380,False,COc1cccc(CN2CCCCN3[C@H](CO)[C@H]([C@H]3C2)c2ccc(cc2)-c2cccnc2)c1,0.017360695,-0.4180934,-0.0,-0.07158608
BRD-A13122391,triptolide,False,CC(C)[C@@]12O[C@H]2[C@@H]3O[C@]34[C@]5(O[C@H]5CC6C7=C(CC[C@@]64C)C(=O)OC7)[C@@H]1O,0.22194374,-0.27293047,0.008130081300813009,0.11454009
BRD-K84036904,testosterone,False,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.08437741,-1.9442369,-0.0,0.001526535
BRD-K35046132,BRD-K35046132,False,CCCCc1ccc2nc(NC(=O)c3ccc(Br)o3)sc2c1,0.04748845,0.84296554,-0.032520325203252036,-0.19549187
BRD-K32854531,BRD-K32854531,False,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(c2)C(F)(F)F)OCc3cnnn3CCCC1=O,-0.22535837,2.6947033,-0.0,-0.047716342
BRD-K72267874,BRD-K72267874,False,COC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1,0.15643157,-1.9452364,-0.0,-0.09305747
BRD-K61599229,BRD-K61599229,False,COCC(=O)N(C[C@H]1N[C@H](CO)[C@@H]1c1ccc(cc1)C1=CCCCC1)C(C)C,0.05848468,-0.58676416,-0.008130081300813009,-0.15008159
BRD-K09638361,IC-261,False,COc1cc(OC)c(/C=C\2/C(=O)Nc3ccccc23)c(OC)c1,0.10404984,-3.400145,-0.08130081300813008,-0.3419854
BRD-K95666496,BRD-K95666496,False,COc1ccc(CNC(=O)c2cc3CN([C@H](CCO)c3c(n2)-c2cccc(c2)-c2cccc(c2)C#N)[S@](=O)C(C)(C)C)cc1,0.067528,-1.4718801,-0.0,-0.07427887
BRD-K01008530,BRD-K01008530,False,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2cn(CCCC1=O)nn2,0.38544312,-1.9144396,-0.0,-0.016651664
BRD-K83325143,BRD-K83325143,False,OC[C@@H]1O[C@@H](CCNC(=O)c2cnccn2)CC[C@H]1NC(=O)c1ccc2OCOc2c1,0.1251941,-1.1892701,-0.0,-0.09903507
BRD-K71603915,EVP-6124,False,Clc1cccc2cc(sc12)C(=O)N[C@H]1CN2CCC1CC2,0.0746889,-1.9703876,-0.0,-0.03531989
BRD-K55362990,BRD-K55362990,False,CN1[C@@H]2CC[C@@H](CC(=O)NCC3CC3)O[C@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O,0.003226823,0.023467999,-0.0,-0.08404158
BRD-A55272860,sulpiride,False,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,0.13307291,-3.1127143,-0.0,0.005851934
BRD-K56240483,BRD-K56240483,False,OC[C@@H]1[C@H]2Cn3c(cccc3=O)[C@@H]([C@H]1C(=O)Nc1ccc(cc1)-c1ccccc1)N2Cc1ccncc1,0.071032904,-0.95562583,-0.0,-0.19230661
BRD-K18748400,BRD-K18748400,False,CN(C)c1ccc2O[C@H]3[C@H](C[C@H](CC(=O)O)O[C@H]3CO)c2c1,0.07411955,-0.12314373,-0.0,-0.24015722
BRD-K09059649,BRD-K09059649,False,COc1ccccc1CNC(=O)C[C@H]2C[C@@H]3[C@@H](Oc4ccc(NC(=O)c5cccnc5)cc34)[C@H](CO)O2,-0.007850718,-0.21299459,-0.11382113821138211,-0.5944779
BRD-K22778679,BRD-K22778679,False,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)OCc3ccccc3-c4ccccc4C1=O,0.03912306,-0.4571248,-0.0,-0.36909053
BRD-K95057125,BRD-K95057125,False,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3ccc(NC(=O)C4CC4)cc3C1=O,-0.01592942,0.61170363,-0.0,-0.008233135
BRD-K39156670,BRD-K39156670,False,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)OCc3ccccc3-c4ccccc4C1=O,0.10318207,-0.9867637,-0.0,-0.35174492
BRD-K94633563,BRD-K94633563,False,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)Cc4cn(C)c5ccccc45)cc3CC1=O,-0.056419965,1.7326554,-0.0,-0.34938076
BRD-K39420925,BRD-K39420925,False,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4,-0.03208354,-0.045894857,-0.0,0.08978779
BRD-A95939040,sertaconazole,False,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,-0.043647606,0.28144333,-0.0,-0.311991
BRD-K44549295,BRD-K44549295,False,CO[C@@H](CN(C)C(=O)c1ccccc1F)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccccc1,-0.27574325,2.085472,-0.0,-0.034353238
BRD-K43860855,iobenguane,False,NC(=N)NCc1cccc(I)c1,0.009723778,0.068088405,-0.008130081300813009,-0.08380498
BRD-K75100604,BRD-K75100604,False,CC(C)NC(=O)N1CC2(C1)[C@H]([C@@H](CO)N2C(=O)c1ccccn1)c1ccccc1,-0.06215518,0.2162007,-0.0,-0.07100128
BRD-K54127914,BRD-K54127914,False,COc1ccccc1CN1C[C@H]2N[C@@H](C1)[C@H]2c1ccc(cc1)-c1ccncc1,0.08954663,-1.920151,-0.0,-0.007177981
BRD-K32453902,BRD-K32453902,False,COc1ccccc1S(=O)(=O)N[C@H]1CC[C@H](CCn2cc(nn2)C2CCCCC2)O[C@@H]1CO,0.0023314166,-0.26255798,-0.0,-0.19955099
BRD-A12083771,BRD-A12083771,False,CCCn1ncc(CN2CCCC(C2)C(=O)c3cccc(OC(C)C)c3)c1C,0.054426003,-0.5062223,-0.0,-0.009490954
BRD-K59534645,BRD-K59534645,False,COc1cccc(c1)S(=O)(=O)Nc2ccc3O[C@@H]4[C@@H](C[C@H](CC(=O)NCc5ccc(Cl)cc5)O[C@@H]4CO)c3c2,0.08325344,-0.6449273,-0.032520325203252036,-0.31723857
BRD-K06748700,BRD-K06748700,False,Fc1ccc(cc1)n2sc3ccccc3c2=O,0.18938157,-2.9970524,-0.0,-0.19835311
BRD-K47808476,BRD-K47808476,False,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O,-0.060825806,2.8202794,-0.0,-0.0075241677
BRD-A49906757,scopolamine-n-oxide,False,C[N+]1([O-])[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1,-0.0028085534,1.3416215,-0.0,-0.0011137257
BRD-K33341138,BRD-K33341138,False,CC(C)NC(=O)N1[C@@H]([C@@H](CO)[C@@H]2Cn3c(cccc3=O)[C@H]12)C(=O)N1CCc2ccccc2C1,0.054456167,-0.066407196,-0.0,-0.20037119
BRD-A43150328,penicillic-acid,False,COC1=CC(=O)OC1(O)C(=C)C,0.060652662,-3.9088006,-0.024390243902439025,-0.1871333
BRD-K16552772,BRD-K16552772,False,CS(=O)(=O)N1C[C@H]2[C@@H]([C@H](CO)N2C(=O)C1)c1ccc(Br)cc1,0.05473006,-0.90492547,-0.0,-0.035904936
BRD-K85140930,aphidicolin,False,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@]21CC[C@]3(O)CO,0.14465263,-5.9996753,-0.0,-0.08663142
BRD-A75402480,deoxycorticosterone-acetate,False,CC(=O)OCC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,0.022001758,-1.5637954,-0.0,0.020261308
BRD-K43006764,BRD-K43006764,False,OC[C@@H]1O[C@H](CC(=O)NCc2cc(F)ccc2F)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc34,0.008706538,-2.07709,-0.24390243902439024,-0.6880131
BRD-A96006241,BRD-A96006241,False,CC(C)C(NC(=O)C(C)N)C(=O)NC(C)C(=O)Nc1cccc2ccccc12,0.03312575,-1.0349422,-0.008130081300813009,-0.013079572
BRD-K66634822,BRD-K66634822,False,Clc1ccc(cc1)S(=O)(=O)N[C@H]1CCCC[C@@H]1N1CCOCC1,0.13538243,-3.6447697,-0.0,-0.07725254
BRD-K82384352,BRD-K82384352,False,Clc1ccc(CN(CCCNC(=S)NCCCc2c[nH]cn2)c2ccc(Br)cn2)cc1,0.062441595,-0.46970785,-0.024390243902439025,-0.28484958
BRD-K97648508,BRD-K97648508,False,CCCNC(=O)N(C)C[C@H]1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO,-0.046616178,-0.27743977,-0.0,0.038565997
BRD-K70054078,BRD-K70054078,False,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]2Oc3ncc(C#CC4(O)CCCC4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO,0.73920923,-2.7363796,-0.0,-0.17227527
BRD-K88647644,BRD-K88647644,False,COc1ccc(cc1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@H]2CO)-c1ccc(F)cc1,0.03212689,0.48895088,-0.024390243902439025,-0.26288232
BRD-A93893742,EMF-sumo1-2,False,[O-][N+](=O)c1cc(ccc1S(=O)CC(=O)Oc2ccc(Cl)cc2)C(F)(F)F,-0.011523616,-1.9299272,-0.0,-0.117766276
BRD-A13188892,doxazosin,False,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,0.066380836,-5.081276,-0.0,-0.12725046
BRD-K19213530,BRD-K19213530,False,OC[C@@H]1O[C@H](CC(=O)Nc2nccs2)C=C[C@@H]1NC(=O)c1cccc(F)c1,-0.06422757,1.4613935,-0.0,-0.11944956
BRD-K03203188,BRD-K03203188,False,COc1ccc(NC(=O)Nc2cccc3C(=O)N(C[C@H](C)[C@H](CN(C)Cc4ccc5OCOc5c4)Oc23)[C@H](C)CO)cc1,0.010877186,-0.59105766,-0.0,-0.13024323
BRD-K49909254,BRD-K49909254,False,CN1[C@H]2CC[C@H](CC(=O)NCC(F)(F)F)O[C@H]2COc2ccc(NC(=O)Nc3ccc(C)cc3)cc2C1=O,0.011594384,-0.66352415,-0.0,-0.018554606
BRD-K66857089,BRD-K66857089,False,CCC(=O)N1[C@H](CO)[C@@H](c2ccc(\C=C\c3ccccc3)cc2)C11CN(C1)S(C)(=O)=O,-0.06321195,0.090858296,-0.0,-0.08647531
BRD-K98251413,IOX2,False,OC(=O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,-0.013380475,-0.29439265,-0.0,-0.25371957
BRD-K73969578,BRD-K73969578,False,COCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)c3ccc(OC)cc3)cc2OC[C@H]1C)OC,0.43743944,-1.8985531,-0.13008130081300814,-0.51163405
BRD-A37288617,amfepramone,False,CCN(CC)C(C)C(=O)c1ccccc1,0.022888498,-3.8846824,-0.0,-0.025584415
BRD-K02515288,BRD-K02515288,False,COc1ccc(CN(C)C[C@@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1,0.21750934,-2.0963397,-0.0,-0.09340676
BRD-K60060639,N-methyllidocaine-iodide,False,CC[N+](C)(CC)CC(=O)Nc1c(C)cccc1C,0.090323545,-1.018877,-0.0,-0.010595383
BRD-K00028814,BRD-K00028814,False,Cc1cccc(CNc2ncnc3ccc(cc23)c4ccc5OCCOc5c4)c1,0.041185807,-2.7640493,-0.008130081300813009,-0.30964947
BRD-K65342196,BRD-K65342196,False,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@H](C)N(CC2CC2)C[C@@H]1C,0.038289454,-0.67347634,-0.0,-0.13141441
BRD-K27539003,BRD-K27539003,False,C[C@H](O)C#Cc1cnc2O[C@@H](CN(C)C(=O)Cc3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,0.07579852,-1.8108552,-0.0,-0.012864956
BRD-A12881497,serotonin,False,NCCc1c[nH]c2ccc(OC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)cc12,0.05317662,-1.7129271,-0.008130081300813009,-0.24176435
BRD-K61185334,BRD-K61185334,False,O=C1N[C@@H](Cc2ccccc2)COCc2cn(CC[C@H]1Cc1ccccc1)nn2,-0.094755426,0.93734366,-0.0,-0.05934964
BRD-K12981857,BRD-K12981857,False,CC(=O)N1[C@H]2Cn3c(cccc3=O)[C@@H]1[C@@H]([C@H]2CO)C(=O)NC1CCCC1,0.09397263,-0.43353578,-0.024390243902439025,-0.4645059
BRD-K00248931,BRD-K00248931,False,CN1[C@H]2CC[C@@H](CC(=O)NCc3ccc4OCOc4c3)O[C@H]2COc2ccc(NC(=O)C3CCOCC3)cc2C1=O,0.13866062,-0.7454946,-0.0,-0.06906851
BRD-K19549666,BRD-K19549666,False,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,-0.00071965915,-0.15817423,-0.0,-0.16176225
BRD-K59573506,cyproterone-acetate,False,CC(=O)O[C@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@@H]3CC[C@]12C)C(C)=O,-0.016344689,-0.71464264,-0.0,-0.0460528
BRD-K46407773,BRD-K46407773,False,CC(=O)N1[C@@H]2Cn3c(cccc3=O)[C@H]1[C@H]([C@@H]2CO)C(=O)NC1CCCC1,-0.096023,-0.25167763,-0.024390243902439025,-0.46152005
BRD-K68693535,lidamidine,False,CNC(=N)NC(=O)Nc1c(C)cccc1C,-0.051833395,0.625834,-0.0,-0.08810926
BRD-K73166612,BRD-K73166612,False,O[C@H]1COC[C@H]2O[C@@H](CC(=O)NCCN3CCCCC3)CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1,-0.00092864037,-1.0661844,-0.0,-0.0048589255
BRD-M15189060,BRD-M15189060,False,CN1CC(=O)NC1=N.NCCc1c[nH]c2cc(O)ccc12,-0.007791462,1.4544204,-0.0,-0.10378181
BRD-K91461129,BRD-K91461129,False,CCCC(=O)N1C[C@@]2(C1)CN([C@@H](CO)c1c2c2ccc(OC)cc2n1C)C(=O)Nc1cccc(F)c1,-0.00947782,-0.2868317,-0.0,-0.33104497
BRD-M66672790,BRD-M66672790,False,C\C=C\c1ccc2n(C[C@@H]3[C@@H](CO)[C@H](C(=O)NCC4CCCCC4)[C@H]2N3C(C)=O)c1=O.C\C=C/c1ccc2n(C[C@@H]3[C@@H](CO)[C@H](C(=O)NCC4CCCCC4)[C@H]2N3C(C)=O)c1=O,-0.030648144,0.5941298,-0.024390243902439025,-0.4199369
BRD-K04710043,hexamethylenebisacetamide,False,CC(=O)NCCCCCCNC(=O)C,0.23582001,-3.7894747,-0.0,-0.037811957
